Indicator,PUBLISH STATES,Year,WHO region,Country,Age Group,Sex,Display Value,Numeric,Low,High,Comments
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Saint Vincent and the Grenadines,18+  years,Both sexes,27.3 [25.5-29.2],27.3,25.5,29.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,South Africa,18+  years,Both sexes,27.3 [26.9-27.7],27.3,26.9,27.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Greece,18+  years,Male,27.4 [26.2-28.6],27.4,26.2,28.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,El Salvador,18+  years,Both sexes,27.4 [26.4-28.4],27.4,26.4,28.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Iraq,18+  years,Both sexes,27.5 [26.8-28.2],27.5,26.8,28.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Turkey,18+  years,Both sexes,27.5 [27.1-27.8],27.5,27.1,27.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Ireland,18+  years,Male,27.7 [27.2-28.2],27.7,27.2,28.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Panama,18+  years,Female,27.7 [26.2-29.1],27.7,26.2,29.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Argentina,18+  years,Both sexes,27.7 [26.8-28.6],27.7,26.8,28.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Ireland,18+  years,Male,27.9 [27.2-28.6],27.9,27.2,28.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Trinidad and Tobago,18+  years,Male,27.9 [26.3-29.5],27.9,26.3,29.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,New Zealand,18+  years,Both sexes,27.9 [27.5-28.2],27.9,27.5,28.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Bahrain,18+  years,Male,28 [26.6-29.3],28,26.6,29.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,New Zealand,18+  years,Male,28 [27.4-28.5],28,27.4,28.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Saudi Arabia,18+  years,Both sexes,28.1 [27.5-28.6],28.1,27.5,28.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Suriname,18+  years,Female,28.2 [25.1-31.2],28.2,25.1,31.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Marshall Islands,18+  years,Male,28.3 [27.2-29.4],28.3,27.2,29.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Saudi Arabia,18+  years,Male,28.3 [27.3-29.3],28.3,27.3,29.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Jamaica,18+  years,Female,28.6 [27.8-29.4],28.6,27.8,29.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Egypt,18+  years,Both sexes,28.7 [28.4-29.1],28.7,28.4,29.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Trinidad and Tobago,18+  years,Both sexes,28.7 [27.4-29.9],28.7,27.4,29.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Trinidad and Tobago,18+  years,Female,28.8 [27.3-30.2],28.8,27.3,30.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Swaziland,18+  years,Female,28.9 [27.6-30.2],28.9,27.6,30.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Tuvalu,18+  years,Both sexes,29.1 [27.1-30.9],29.1,27.1,30.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,South Africa,18+  years,Female,29.1 [28.5-29.8],29.1,28.5,29.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Marshall Islands,18+  years,Both sexes,29.2 [28.2-30.2],29.2,28.2,30.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Trinidad and Tobago,18+  years,Female,29.4 [27.6-31.3],29.4,27.6,31.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Micronesia (Federated States of),18+  years,Both sexes,29.4 [28.7-30],29.4,28.7,30,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Antigua and Barbuda,18+  years,Female,29.5 [26.3-32.5],29.5,26.3,32.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Samoa,18+  years,Male,29.7 [29.1-30.3],29.7,29.1,30.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Kuwait,18+  years,Both sexes,30 [29.2-30.8],30,29.2,30.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Saint Kitts and Nevis,18+  years,Female,30.9 [29.3-32.5],30.9,29.3,32.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Niue,18+  years,Male,31.1 [30.4-31.9],31.1,30.4,31.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Cook Islands,18+  years,Both sexes,32 [31.2-32.9],32,31.2,32.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Niue,18+  years,Both sexes,32 [31.4-32.5],32,31.4,32.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Cook Islands,18+  years,Female,32.4 [31.2-33.5],32.4,31.2,33.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Nauru,18+  years,Both sexes,32.6 [32-33.2],32.6,32,33.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Niue,18+  years,Female,33.1 [32.2-34.1],33.1,32.2,34.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Samoa,18+  years,Female,33.5 [32.6-34.4],33.5,32.6,34.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Monaco,18+  years,Both sexes,No data,,,,Estimate could not be calculated due to lack of covariate data.
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Monaco,18+  years,Both sexes,No data,,,,Estimate could not be calculated due to lack of covariate data.
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Monaco,18+  years,Male,No data,,,,Estimate could not be calculated due to lack of covariate data.
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Monaco,18+  years,Female,No data,,,,Estimate could not be calculated due to lack of covariate data.
